epoch;acc;loss
7;0.9655963302752294;0.10193128398525605
8;0.9701834862385321;0.09088692892718753
9;0.9747706416550033;0.08359051550473642
10;0.979357797618306;0.07462225451108513
11;0.9839449541284404;0.06927796313111935
12;0.9839449541284404;0.06470601647716323
13;0.9862385321100917;0.06052706323119752
14;0.9885321100917431;0.0575795394342837
15;0.9885321100917431;0.05529984948011713
16;0.9885321100917431;0.0522161957320817
17;0.9885321095449116;0.05041598002298163
18;0.9885321100917431;0.048578851318003935
19;0.9885321095449116;0.04596440302669455
0;0.6032110086274803;0.6612902923461494
1;0.6169724759705569;0.5732102470660428
2;0.6238532121028375;0.4872597970000101
3;0.7729357787228506;0.4082962438600873
4;0.9311926610972903;0.3331018144931268
5;0.9426605493650524;0.2467692338545388
6;0.942660549911884;0.17040240757782524
7;0.9564220183486238;0.12842874678381538
8;0.9678899071632175;0.10727442636949207
9;0.9701834856917005;0.09374097085327183
10;0.9724770631265203;0.08555610641973828
11;0.979357797618306;0.07721050056295657
12;0.9793577981651376;0.07201975942888392
13;0.981651376146789;0.06669063639715997
14;0.9816513755999574;0.06283132308120028
15;0.981651376146789;0.05857713684576367
16;0.9839449541284404;0.05609395539114645
17;0.9839449541284404;0.052285869836533834
18;0.9885321095449116;0.049122552190898755
19;0.9885321095449116;0.04586721837110476
0;0.568807338355878;0.6816163484109651
1;0.8417431181723919;0.5949801665927292
2;0.9197247717358651;0.4866636165785133
3;0.9426605504587156;0.36022067753546827
4;0.9426605493650524;0.2441905129940138
5;0.9541284403669725;0.16108353682067417
6;0.961009173765095;0.12280362728265447
7;0.9633027517467464;0.09743487561514619
8;0.9724770642201835;0.08268609670324063
9;0.9793577981651376;0.07186287957662289
10;0.9793577981651376;0.06427889095123755
11;0.9793577981651376;0.05904036046031418
12;0.9793577981651376;0.05455896541168657
13;0.9793577981651376;0.05106919089656904
14;0.981651376146789;0.04730145959610786
15;0.981651376146789;0.04461868250862174
16;0.981651376146789;0.041915431558880785
17;0.9839449541284404;0.038724178995151036
18;0.9862385315632601;0.036209931135724446
19;0.9885321100917431;0.03470875145098485
0;0.6261467895376573;0.677953495891816
1;0.9128440356035845;0.527957343453661
2;0.9288990825688074;0.357057662185179
3;0.9380733944954128;0.21644361166779055
4;0.9564220178017923;0.13978895360450133
5;0.9610091743119266;0.10601069299726311
6;0.9724770636733518;0.08659733216696923
7;0.9747706422018348;0.07557316705447818
8;0.9770642196366547;0.06778907420438364
9;0.9793577981651376;0.06036730701906966
10;0.981651376146789;0.055915663616919735
11;0.981651376146789;0.051427454896988946
12;0.9839449541284404;0.04748355450296621
13;0.9839449535816087;0.044995359324534
14;0.9839449541284404;0.040893051192301126
15;0.9839449541284404;0.03843295075204394
16;0.9839449541284404;0.035506155692177625
17;0.9862385315632601;0.032436332878989914
18;0.9908256880733946;0.030049201685277353
19;0.9908256880733946;0.029037551695925243
